,Concept_ID,en,zh
,,other,"换"
,,herbal,"草本"
,,grasses,"草本"
,,valerian,"草本"
,,nervous,"张"
,,nervous,"紧张"
,,tense,"紧张"
,,easy,"简单"
,,easy,"放松"
,,easy,"松"
,,easy,"紧张"
,,easy,"容易"
,,breast,"胸膛"
,,breast,"胸口"
,,confess,"告白"
,,confess,"忏悔"
,,confess,"承认"
,,tell,"告白"
,,tell,"表白"
,,maestro,"大师"
,,big,"大师"
,,big,"大拇指"
,,big,"粗"
,,juices,"果汁"
,,sunglasses,"墨"
,,mo,"墨"
,,furs,"皮毛"
,,furs,"毛皮"
,,pelts,"毛皮"
,,monks,"僧人"
,,monks,"僧"
,,palmer,"僧人"
,,des,"书桌"
,,work,"汗水"
,,work,"作业"
,,work,"书桌"
,,work,"事迹"
,,reputation,"名气"
,,reputation,"名声"
,,let,"训斥"
,,defend,"训斥"
,,reprimands,"训斥"
,,light,"火"
,,light,"暮光"
,,fires,"火"
,,take,"占有"
,,take,"带"
,,take,"减轻"
,,take,"注意"
,,take,"洗澡"
,,take,"照顾"
,,thieves,"小偷"
,,thieves,"贼"
,,robbers,"贼"
,,shoulders,"肩膀"
,,shoulders,"肩"
,,muddy,"泥"
,,rougher,"粗糙"
,,move,"行动"
,,move,"变换"
,,move,"动作"
,,move,"举动"
,,it,"大米"
,,it,"结果"
,,it,"现在"
,,it,"内容"
,,it,"解法"
,,it,"带子"
,,it,"真相"
,,it,"动作"
,,it,"球"
,,it,"天气"
,,it,"情况"
,,it,"地图"
,,it,"烟"
,,it,"答案"
,,it,"过程"
,,disparity,"差距"
,,herbs,"药草"
,,smut,"丑闻"
,,trains,"火车"
,,tracks,"铁轨"
,,tracks,"火车"
,,tracks,"轨"
,,created,"创造"
,,created,"创造物"
,,likeness,"创造物"
,,bones,"骨头"
,,bones,"骨"
,,skeleton,"骨头"
,,messages,"信息"
,,messages,"留言"
,,relax,"轻松"
,,relax,"松"
,,relax,"放松"
,,relax,"张"
,,relief,"松"
,,citizens,"人民"
,,ocean,"海"
,,ocean,"大海"
,,ocean,"海洋"
,,oceans,"海洋"
,,surprises,"惊喜"
,,surprised,"惊讶"
,,surprised,"惊喜"
,,surprised,"惊奇"
,,justice,"公平"
,,justice,"公正"
,,just,"单"
,,just,"公正"
,,defect,"缺陷"
,,flawed,"瑕疵"
,,flawed,"缺陷"
,,sword,"刀"
,,knives,"餐刀"
,,knives,"刀子"
,,knives,"刀"
,,cows,"牛"
,,cows,"母牛"
,,cattle,"牛"
,,pillows,"枕头"
,,pillowcase,"枕头"
,,singed,"发烧"
,,track,"轨"
,,track,"铁轨"
,,offer,"提议"
,,offer,"出价"
,,proposition,"提案"
,,proposition,"提议"
,,hey,"暮光"
,,merciful,"仁慈"
,,kind,"仁慈"
,,kind,"形式"
,,kind,"类型"
,,girls,"女"
,,girls,"女孩"
,,young,"年轻"
,,young,"青春"
,,young,"青年"
,,man,"黑人"
,,man,"人"
,,man,"人类"
,,man,"青年"
,,man,"人物"
,,man,"瞎子"
,,man,"盲人"
,,man,"叔叔"
,,man,"兄弟"
,,told,"表白"
,,dummier,"钝"
,,person,"钝"
,,out,"挥舞"
,,out,"发现"
,,out,"钝"
,,ululu,"耳"
,,ears,"耳"
,,ears,"耳朵"
,,try,"尝试"
,,try,"试图"
,,try,"努力"
,,trying,"尝试"
,,trying,"试图"
,,trying,"努力"
,,trying,"企图"
,,tried,"尝试"
,,tried,"试图"
,,winters,"冬天"
,,winters,"冬季"
,,wintersport,"冬季"
,,pencils,"铅笔"
,,lead,"领导"
,,lead,"导致"
,,lead,"铅笔"
,,contact,"隐形眼镜"
,,lenses,"镜片"
,,lenses,"隐形眼镜"
,,jeans,"牛仔裤"
,,shirt,"牛仔裤"
,,butjeans,"牛仔裤"
,,signed,"签名"
,,signed,"签字"
,,were,"记性"
,,the,"被单"
,,the,"本"
,,the,"中"
,,the,"世纪"
,,the,"老虎"
,,the,"被害人"
,,the,"大海"
,,morning,"晨曦"
,,morning,"黎明"
,,fruits,"水果"
,,fruity,"水果"
,,bugs,"虫"
,,bugs,"虫子"
,,vermin,"虫"
,,worm,"虫"
,,famous,"名气"
,,fight,"吵"
,,fight,"吵架"
,,noisy,"吵"
,,betrayed,"背叛"
,,betray,"背叛"
,,sons,"儿子"
,,problem,"问题"
,,problem,"意见"
,,problem,"谜语"
,,advice,"意见"
,,cougar,"狮"
,,cougs,"狮"
,,silent,"寂静"
,,silent,"沉默"
,,silent,"沉寂"
,,calm,"寂静"
,,team,"队长"
,,peel,"皮"
,,leather,"皮"
,,hole,"山洞"
,,hole,"缺口"
,,hole,"洞"
,,holes,"漏洞"
,,holes,"洞"
,,confidence,"信心"
,,confident,"信心"
,,apples,"苹果"
,,cider,"苹果"
,,judge,"评价"
,,judge,"批判"
,,critical,"批判"
,,changed,"改变"
,,changed,"变化"
,,changes,"改变"
,,changes,"变化"
,,butter,"酱"
,,caviar,"酱"
,,hour,"时钟"
,,hour,"钟"
,,clocks,"时钟"
,,carving,"餐刀"
,,cape,"披风"
,,capes,"披风"
,,needs,"需求"
,,need,"必要性"
,,need,"需求"
,,need,"必需品"
,,need,"必要"
,,store,"店"
,,store,"商店"
,,stores,"商店"
,,natural,"自然"
,,naturally,"自然"
,,good,"好处"
,,good,"高尚"
,,good,"优点"
,,good,"好运"
,,good,"明智"
,,good,"好的"
,,good,"适合"
,,good,"良知"
,,good,"良心"
,,good,"好笑"
,,good,"好"
,,good,"不利"
,,benefit,"好处"
,,guilty,"愧疚"
,,guilty,"内疚"
,,sorry,"后悔"
,,sorry,"愧疚"
,,sorry,"内疚"
,,sorry,"遗憾"
,,bank,"银"
,,bases,"基地"
,,station,"基地"
,,cats,"猫"
,,kitten,"猫"
,,smoking,"吸烟"
,,smoking,"抽烟"
,,nonsmoking,"吸烟"
,,paper,"报纸"
,,paper,"剪刀"
,,papers,"报纸"
,,glasses,"镜片"
,,artist,"艺术"
,,na,"艺术"
,,motion,"提案"
,,duchess,"公爵"
,,lord,"主人"
,,lord,"王"
,,lord,"公爵"
,,lord,"主"
,,sad,"可怜"
,,sad,"悲伤"
,,sadness,"悲伤"
,,loophole,"漏洞"
,,breach,"漏洞"
,,breach,"缺口"
,,angry,"愤怒"
,,angry,"气"
,,angry,"生气"
,,angry,"怒气"
,,angry,"怒"
,,mad,"生"
,,mad,"气"
,,mad,"生气"
,,mad,"怒"
,,pissed,"生气"
,,ridiculous,"可笑"
,,absurd,"可笑"
,,laps,"圈"
,,lap,"腿"
,,lap,"圈"
,,hi,"海"
,,servant,"女仆"
,,servant,"仆人"
,,servant,"奴婢"
,,servants,"仆人"
,,vassal,"仆人"
,,wise,"明智"
,,pearls,"珍珠"
,,galore,"珍珠"
,,single,"单"
,,alone,"单"
,,decepticons,"虎"
,,hu,"虎"
,,process,"进程"
,,process,"过程"
,,way,"方式"
,,way,"方法"
,,way,"阻碍"
,,way,"角度"
,,way,"方向"
,,way,"法"
,,way,"路"
,,way,"过程"
,,summers,"夏天"
,,summertime,"夏天"
,,fun,"乐趣"
,,fun,"欢乐"
,,fun,"乐"
,,fun,"欢"
,,pleasure,"乐趣"
,,pleasure,"欢乐"
,,pleasure,"乐"
,,moral,"道德"
,,moral,"品德"
,,morality,"道德"
,,ethics,"道德"
,,cars,"车子"
,,cars,"车"
,,cars,"汽车"
,,sangha,"僧"
,,wings,"翅膀"
,,wings,"翼"
,,winged,"翅膀"
,,training,"训练"
,,trained,"训练"
,,dating,"约会"
,,appointment,"约会"
,,appointment,"会面"
,,veterinarian,"兽医"
,,veterinary,"兽医"
,,kryptonite,"石"
,,rock,"石头"
,,rock,"石"
,,rock,"剪刀"
,,laugh,"笑话"
,,laugh,"好笑"
,,chill,"轻松"
,,finally,"终"
,,subtitles,"终"
,,streets,"街道"
,,beat,"击败"
,,beat,"节奏"
,,beat,"打败"
,,defeated,"击败"
,,defeated,"打败"
,,would,"会"
,,would,"将会"
,,going,"会"
,,going,"进展"
,,going,"将会"
,,papal,"教皇"
,,behavior,"举止"
,,behavior,"行为"
,,mind,"意志"
,,mind,"思想"
,,mind,"心"
,,mind,"管"
,,thoughts,"思想"
,,killer,"凶手"
,,killer,"杀人犯"
,,he,"凶手"
,,know,"晓"
,,know,"确定"
,,ok,"确定"
,,true,"真理"
,,truths,"真理"
,,triangles,"三角形"
,,triangular,"三角形"
,,shootings,"谋杀犯"
,,killers,"谋杀犯"
,,evening,"晚上"
,,evening,"夜里"
,,evening,"夜晚"
,,evening,"西边"
,,nights,"夜"
,,nights,"夜晚"
,,lions,"狮子"
,,leo,"狮子"
,,united,"统一"
,,united,"联合"
,,joint,"联合"
,,un,"联合"
,,puzzle,"谜"
,,puzzle,"谜语"
,,mystery,"谜"
,,secret,"谜"
,,tools,"器具"
,,tools,"工具"
,,tool,"工具"
,,instrument,"工具"
,,place,"房子"
,,place,"店"
,,place,"屋子"
,,place,"空间"
,,rivers,"河"
,,rivers,"河流"
,,stream,"溪流"
,,stream,"溪"
,,stream,"河流"
,,to,"导致"
,,to,"对"
,,to,"地"
,,to,"到达"
,,to,"必须"
,,to,"进入"
,,to,"将要"
,,and,"地"
,,and,"和平"
,,in,"地"
,,in,"穿着"
,,in,"进入"
,,in,"中"
,,alice,"丝"
,,alex,"丝"
,,eilis,"丝"
,,fleas,"跳蚤"
,,louse,"跳蚤"
,,bullets,"子弹"
,,slug,"子弹"
,,grace,"恩惠"
,,favor,"恩惠"
,,boon,"恩惠"
,,daylight,"白天"
,,daytime,"白天"
,,smells,"味道"
,,smells,"气味"
,,smells,"味"
,,smells,"嗅觉"
,,smells,"气体"
,,skipper,"船长"
,,sir,"船长"
,,ashes,"尘"
,,ashes,"灰"
,,ashes,"尘土"
,,number,"单数"
,,qualities,"品质"
,,qualities,"事迹"
,,wires,"电线"
,,butterflies,"蝴蝶"
,,butterflies,"蝶"
,,bow,"蝴蝶"
,,wars,"战争"
,,battle,"战争"
,,what,"内容"
,,what,"真相"
,,owl,"鹰"
,,hawk,"老鹰"
,,hawk,"鹰"
,,chung,"钟"
,,focus,"注意力"
,,distraction,"注意力"
,,path,"道路"
,,path,"路"
,,path,"小路"
,,trail,"小路"
,,demonstrations,"验证"
,,umbrellas,"雨伞"
,,noises,"噪音"
,,sound,"声音"
,,sound,"嗓子"
,,sound,"噪音"
,,miller,"磨坊"
,,miller,"磨房"
,,grindhouse,"磨坊"
,,spoonful,"勺"
,,spoons,"勺"
,,spoons,"勺子"
,,bunch,"堆"
,,lot,"堆"
,,hereditary,"遗传"
,,genetic,"遗传"
,,followed,"跟踪"
,,following,"跟踪"
,,follow,"跟踪"
,,black,"黑人"
,,mailing,"邮"
,,mails,"邮件"
,,mails,"邮"
,,rocks,"石头"
,,life,"命"
,,life,"青春"
,,life,"命运"
,,life,"日子"
,,scent,"气味"
,,fuck,"嘴"
,,fuck,"日"
,,fuck,"妈"
,,fuck,"草"
,,up,"嘴"
,,up,"组成"
,,up,"监牢"
,,rich,"钱"
,,cash,"兑换"
,,cash,"钱"
,,cash,"金钱"
,,roses,"玫瑰"
,,roz,"玫瑰"
,,insects,"昆虫"
,,bug,"虫子"
,,bug,"昆虫"
,,kingdom,"国"
,,kingdoms,"国"
,,strange,"奇怪"
,,strange,"离奇"
,,strange,"怪"
,,weird,"奇怪"
,,weird,"怪"
,,sizes,"大小"
,,sizes,"尺码"
,,sizes,"尺寸"
,,measurements,"尺寸"
,,spells,"咒语"
,,bunny,"兔子"
,,bunny,"兔"
,,rabbits,"兔子"
,,rabbits,"兔"
,,biblical,"圣经"
,,color,"颜色"
,,color,"色彩"
,,colors,"色彩"
,,colours,"色彩"
,,blames,"责怪"
,,scolded,"责怪"
,,ducks,"鸭"
,,ducks,"鸭子"
,,whirlwind,"鸭"
,,cases,"案例"
,,cases,"案子"
,,cases,"案件"
,,chests,"胸膛"
,,for,"索要"
,,for,"适合"
,,for,"支持"
,,for,"对"
,,circulation,"循环"
,,circulatory,"循环"
,,soils,"土壤"
,,tsubasa,"翼"
,,lucky,"好运"
,,lucky,"幸运"
,,thighs,"大腿"
,,sand,"沙滩"
,,sand,"劣势"
,,beaches,"沙滩"
,,beaches,"海滩"
,,leadership,"领导"
,,leadership,"领袖"
,,round,"圆"
,,round,"轮"
,,yen,"圆"
,,breasts,"胸部"
,,breasts,"胸"
,,tits,"胸"
,,wooden,"木头"
,,wooden,"木"
,,red,"木头"
,,skinny,"瘦"
,,weight,"瘦"
,,cheung,"张"
,,cowards,"懦夫"
,,cowards,"胆小鬼"
,,wimp,"懦夫"
,,extensions,"张力"
,,fake,"张力"
,,enough,"足"
,,fa,"足"
,,biped,"足"
,,thneedville,"镇"
,,mist,"雾"
,,troubles,"雾"
,,throats,"喉咙"
,,throats,"喉"
,,leave,"留言"
,,leave,"管"
,,regrets,"后悔"
,,lunar,"月球"
,,postpone,"延迟"
,,postpone,"推迟"
,,scoop,"勺子"
,,wintertime,"冬天"
,,eyes,"眼泪"
,,eyes,"眼"
,,eyes,"眼光"
,,eyes,"眼睛"
,,straws,"吸管"
,,suction,"吸管"
,,empress,"女皇"
,,dancing,"舞蹈"
,,dancing,"舞"
,,dancing,"跳舞"
,,dances,"舞蹈"
,,dances,"舞"
,,suits,"西装"
,,suits,"西服"
,,jacket,"西装"
,,jacket,"外套"
,,jacket,"外衣"
,,months,"月"
,,month,"月"
,,talent,"才华"
,,talent,"天赋"
,,gifts,"礼物"
,,gifts,"天赋"
,,feel,"感觉"
,,feel,"感受"
,,feelings,"感情"
,,feelings,"感受"
,,felt,"感觉"
,,felt,"感受"
,,dead,"手电"
,,dead,"尽头"
,,enthusiasm,"热情"
,,passionate,"激情"
,,passionate,"热情"
,,inherit,"继承"
,,inherited,"继承"
,,heifer,"母牛"
,,matches,"配对"
,,mated,"配对"
,,pretty,"配对"
,,pretty,"美"
,,pretty,"美人"
,,sheepsqueezers,"绵羊"
,,promised,"承诺"
,,promised,"许诺"
,,promised,"答应"
,,promises,"承诺"
,,promises,"许诺"
,,orders,"次序"
,,orders,"指令"
,,orders,"订单"
,,orders,"命令"
,,command,"命令"
,,brothers,"兄弟"
,,brothers,"哥哥"
,,niinii,"哥哥"
,,of,"大米"
,,of,"大蒜"
,,of,"中"
,,boys,"男孩"
,,guy,"男孩"
,,guy,"替罪羊"
,,guy,"瞎子"
,,logo,"标识"
,,id,"标识"
,,images,"图像"
,,picture,"图像"
,,god,"天"
,,god,"主"
,,main,"主"
,,walls,"墙壁"
,,basis,"基础"
,,foundation,"基础"
,,basic,"基础"
,,birthdays,"生日"
,,birth,"生日"
,,birth,"出生日"
,,rooftop,"屋顶"
,,rooftop,"房顶"
,,rooftops,"屋顶"
,,legends,"传说"
,,houses,"房子"
,,houses,"房屋"
,,home,"房屋"
,,home,"村庄"
,,motivation,"动机"
,,motives,"动机"
,,desks,"课桌"
,,drawer,"课桌"
,,dusk,"暮"
,,maids,"女仆"
,,feet,"脚"
,,tampons,"棉"
,,q,"棉"
,,parachute,"伞"
,,chute,"伞"
,,electricity,"电"
,,electricity,"电流"
,,looks,"电流"
,,cost,"代价"
,,cost,"值"
,,pay,"代价"
,,pay,"公共"
,,pay,"薪水"
,,pay,"工资"
,,pounds,"磅"
,,pounds,"英磅"
,,lbs,"磅"
,,boxes,"箱子"
,,boxes,"盒"
,,boxes,"盒子"
,,grass,"草"
,,grass,"草坪"
,,grass,"草地"
,,meadow,"草地"
,,pack,"套装"
,,pack,"包"
,,outfit,"套装"
,,tweeds,"套装"
,,blocks,"街"
,,blocks,"街区"
,,district,"区域"
,,district,"街区"
,,cans,"罐子"
,,cans,"罐"
,,mom,"妈妈"
,,mom,"妈"
,,mom,"母亲"
,,mothers,"母亲"
,,limo,"轿车"
,,sedan,"轿车"
,,septum,"鼻"
,,okay,"好的"
,,okay,"好"
,,right,"权力"
,,right,"好的"
,,right,"好"
,,right,"对"
,,clever,"聪明"
,,intelligent,"聪明"
,,intelligent,"智慧"
,,deal,"笔"
,,deal,"交易"
,,deal,"合约"
,,brutal,"残忍"
,,brutal,"凶残"
,,brutal,"残酷"
,,savage,"凶残"
,,murdering,"凶残"
,,little,"小船"
,,little,"小牛"
,,little,"小羊"
,,vengeance,"复仇"
,,vengeance,"报仇"
,,slaves,"奴"
,,slaves,"奴隶"
,,slavery,"奴隶"
,,perspective,"角度"
,,parasol,"阳伞"
,,hard,"努力"
,,hard,"艰难"
,,hard,"难"
,,hard,"硬"
,,difficult,"艰难"
,,difficult,"难"
,,masses,"群众"
,,coming,"未来"
,,coming,"到来"
,,came,"到来"
,,blood,"血统"
,,bloodline,"血统"
,,bulls,"公牛"
,,ox,"公牛"
,,legs,"尾巴"
,,legs,"小腿"
,,legs,"腿"
,,lying,"撒谎"
,,lying,"谎"
,,lying,"躺"
,,lying,"谎言"
,,lied,"撒谎"
,,lied,"谎"
,,vixen,"狐狸"
,,vixen,"狐"
,,cultural,"文化"
,,cultures,"文化"
,,postponed,"推迟"
,,tiara,"皇冠"
,,jewels,"皇冠"
,,jewels,"王冠"
,,victims,"被害人"
,,victims,"受害人"
,,victims,"受害者"
,,shortages,"短缺"
,,short,"短缺"
,,daughters,"女儿"
,,patient,"耐心"
,,patiently,"耐心"
,,from,"距离"
,,away,"距离"
,,tempo,"节奏"
,,extremely,"极"
,,very,"极"
,,great,"巨大"
,,great,"极"
,,jug,"监牢"
,,writing,"墨汁"
,,bakery,"面包师"
,,bakery,"面包"
,,buns,"面包"
,,planet,"地球"
,,lawns,"草坪"
,,radio,"电"
,,settee,"长椅"
,,couch,"长椅"
,,ways,"方法"
,,ways,"方式"
,,damned,"暗"
,,damned,"诅咒"
,,dark,"暗"
,,virtues,"美德"
,,virtuous,"美德"
,,balls,"球"
,,ceilings,"天花板"
,,burglar,"小偷"
,,directions,"方向"
,,impressed,"印象"
,,give,"奉献"
,,served,"奉献"
,,responsibility,"责任"
,,responsible,"责任"
,,flashlight,"手电筒"
,,flashlight,"手电"
,,lamp,"手电"
,,rains,"下雨"
,,birds,"鸟"
,,jay,"鸟"
,,flaws,"缺点"
,,flaws,"瑕疵"
,,one,"一对"
,,one,"人"
,,one,"一天"
,,ashamed,"羞愧"
,,ashamed,"害羞"
,,ashamed,"羞耻"
,,ashamed,"耻"
,,honour,"耻"
,,threats,"恐吓"
,,threaten,"恐吓"
,,threaten,"威胁"
,,necessary,"必要"
,,necessary,"必要性"
,,have,"生"
,,have,"拥有"
,,have,"必要"
,,have,"必须"
,,have,"拥有者"
,,act,"举动"
,,behaviour,"举动"
,,younger,"年轻"
,,protect,"保护"
,,protecting,"保护"
,,attempted,"企图"
,,homeowner,"拥有者"
,,pies,"馅饼"
,,tarts,"馅饼"
,,settles,"康复"
,,sheets,"被单"
,,sheets,"床单"
,,linens,"被单"
,,incident,"事件"
,,events,"事件"
,,proud,"骄傲"
,,proudly,"骄傲"
,,snakes,"蛇"
,,hydra,"蛇"
,,heated,"加热"
,,heating,"加热"
,,waters,"水"
,,drink,"水"
,,land,"田地"
,,land,"土地"
,,lands,"土地"
,,class,"课"
,,classes,"课"
,,bees,"蜂"
,,bees,"蜜蜂"
,,wasps,"蜂"
,,thumbs,"大拇指"
,,thumbs,"拇指"
,,potatoes,"土豆"
,,spud,"土豆"
,,entries,"条目"
,,concerned,"关心"
,,concern,"关心"
,,mouths,"嘴巴"
,,lips,"嘴巴"
,,caused,"引起"
,,caused,"起因"
,,proves,"证据"
,,proofs,"证据"
,,ruled,"统治"
,,dominion,"统治"
,,baywatch,"海滩"
,,formation,"形"
,,caves,"山洞"
,,caves,"洞穴"
,,high,"高"
,,high,"高度"
,,higher,"高"
,,bring,"带"
,,brought,"带"
,,a,"出租车"
,,a,"一天"
,,measurement,"尺码"
,,speeches,"演讲"
,,talk,"演讲"
,,teacher,"师父"
,,elder,"师父"
,,rifles,"步枪"
,,writer,"作者"
,,authors,"作者"
,,happiness,"喜悦"
,,mass,"质量"
,,plutonium,"质量"
,,gloves,"围巾"
,,gloves,"手套"
,,mittens,"手套"
,,towels,"毛巾"
,,washcloth,"毛巾"
,,worlds,"世界"
,,bus,"汽车"
,,pigeons,"鸽子"
,,pigeons,"鸽"
,,cuckold,"乌龟"
,,chicken,"乌龟"
,,chicken,"龟"
,,create,"创造"
,,create,"创作"
,,made,"组成"
,,made,"创造"
,,made,"提出"
,,tube,"管子"
,,tube,"铁"
,,pipes,"管子"
,,clothes,"外衣"
,,clothes,"西服"
,,depends,"表"
,,appliances,"器具"
,,instruments,"器具"
,,peak,"浪头"
,,peaks,"浪头"
,,waves,"浪头"
,,waves,"波"
,,waves,"浪"
,,waves,"波浪"
,,facial,"面膜"
,,masks,"面具"
,,masks,"面膜"
,,spinal,"脊椎"
,,vertebrae,"脊椎"
,,fists,"拳头"
,,arms,"拳头"
,,fucking,"龟"
,,fucking,"胡闹"
,,poor,"可怜"
,,force,"力度"
,,force,"力量"
,,trees,"树"
,,sterling,"英磅"
,,wanting,"抽烟"
,,transition,"变换"
,,hansan,"田"
,,fields,"田地"
,,fields,"田野"
,,fields,"田"
,,wolves,"狼"
,,werewolf,"狼"
,,kings,"国王"
,,respected,"尊敬"
,,respected,"尊重"
,,honor,"尊敬"
,,rat,"老鼠"
,,rat,"鼠"
,,rats,"老鼠"
,,fear,"恐慌"
,,panicked,"恐慌"
,,mirrors,"镜子"
,,glass,"镜子"
,,relationship,"感情"
,,love,"感情"
,,love,"不爱"
,,scars,"伤疤"
,,scars,"疤"
,,wound,"伤疤"
,,marshmallow,"棉花"
,,mellow,"棉花"
,,jaws,"喉咙"
,,jaws,"下颌"
,,jaws,"下巴"
,,now,"现在"
,,this,"现在"
,,this,"本"
,,this,"当前"
,,attitude,"态度"
,,manners,"举止"
,,manners,"态度"
,,think,"看法"
,,think,"想法"
,,think,"估计"
,,view,"看法"
,,view,"观点"
,,rage,"愤怒"
,,rage,"怒气"
,,rage,"怒火"
,,weak,"软弱"
,,weak,"弱"
,,weak,"弱点"
,,pussy,"软弱"
,,taxi,"出租车"
,,taxi,"计程车"
,,days,"日"
,,days,"天"
,,days,"日子"
,,started,"起因"
,,comes,"挥舞"
,,onions,"大蒜"
,,kitchens,"厨房"
,,galley,"厨房"
,,pressure,"压力"
,,pressure,"力度"
,,rhymes,"韵律"
,,tune,"韵律"
,,wrath,"怒"
,,fluttershy,"蝶"
,,born,"生"
,,catalogue,"目录"
,,catalogs,"目录"
,,catalogues,"目录"
,,beautiful,"美"
,,beautiful,"美人"
,,beans,"米饭"
,,food,"米饭"
,,most,"多数"
,,most,"大部分"
,,most,"大多数"
,,large,"大多数"
,,stockings,"袜子"
,,stockings,"袜"
,,socks,"袜子"
,,socks,"袜"
,,spanx,"袜"
,,horns,"角"
,,horn,"角"
,,corner,"角"
,,cursed,"诅咒"
,,healthy,"健康"
,,healthier,"健康"
,,beard,"胡子"
,,mustache,"胡子"
,,thumbnail,"拇指"
,,sense,"意义"
,,point,"意义"
,,point,"观点"
,,highway,"公路"
,,freeway,"公路"
,,bottom,"底"
,,ladies,"皇后"
,,ladies,"女士"
,,miss,"女士"
,,danced,"跳舞"
,,damp,"湿"
,,damp,"潮湿"
,,soaking,"湿"
,,peaches,"桃子"
,,momoko,"桃子"
,,simplify,"简单性"
,,clogged,"堵塞"
,,jam,"堵塞"
,,jammed,"堵塞"
,,ask,"索要"
,,ask,"要求"
,,guns,"枪"
,,down,"下降"
,,dropping,"下降"
,,drop,"下降"
,,mandible,"下颌"
,,duties,"职责"
,,questions,"问题"
,,perceptive,"洞察力"
,,perception,"洞察力"
,,quiet,"沉默"
,,quiet,"安静"
,,quiet,"沉寂"
,,panties,"裤子"
,,altitude,"高度"
,,highly,"高度"
,,cashed,"兑换"
,,surface,"皮毛"
,,surface,"地面"
,,floor,"地面"
,,dispute,"纠纷"
,,attempts,"纠纷"
,,conflicts,"纠纷"
,,simple,"简单"
,,simple,"多数"
,,simply,"简单"
,,prices,"价格"
,,prices,"价钱"
,,rates,"价格"
,,blinded,"瞎"
,,see,"见面"
,,see,"瞎"
,,see,"看"
,,homer,"垒"
,,fortress,"垒"
,,gardens,"花园"
,,garen,"花园"
,,overnight,"夜"
,,examples,"例子"
,,tape,"带子"
,,tapes,"带子"
,,elbows,"胳膊肘"
,,elbows,"肘"
,,elbows,"手肘"
,,boring,"乏味"
,,tedious,"乏味"
,,business,"交易"
,,over,"尘埃"
,,over,"结束"
,,finished,"结束"
,,finished,"完"
,,mistake,"错误"
,,wrong,"不爱"
,,wrong,"错误"
,,mistakes,"错误"
,,wearing,"穿着"
,,with,"穿着"
,,watches,"手表"
,,wristwatch,"手表"
,,skills,"技术"
,,skills,"技能"
,,skills,"技巧"
,,technique,"技术"
,,technique,"技能"
,,technique,"技巧"
,,boned,"骨"
,,songs,"歌曲"
,,songs,"歌"
,,pines,"松树"
,,mead,"蜂蜜"
,,languages,"语言"
,,words,"语言"
,,words,"词"
,,words,"单词"
,,carton,"盒"
,,edge,"优势"
,,dominance,"优势"
,,wheels,"车轮"
,,wheels,"轮子"
,,branches,"树干"
,,wonder,"晓"
,,tears,"眼泪"
,,tears,"泪"
,,cry,"泪"
,,shit,"草"
,,shit,"细"
,,why,"理由"
,,why,"原因"
,,reasons,"理由"
,,reasons,"原因"
,,hearts,"心"
,,lies,"谎言"
,,unfair,"公平"
,,defuse,"缓和"
,,alleviate,"缓和"
,,alleviate,"减轻"
,,owners,"所有者"
,,holder,"所有者"
,,villages,"村"
,,villages,"村子"
,,villages,"村庄"
,,disrespect,"尊重"
,,fighting,"吵架"
,,argue,"吵架"
,,argue,"争吵"
,,streams,"溪流"
,,creeks,"溪流"
,,sweating,"汗"
,,sweating,"流汗"
,,sweaty,"汗"
,,sweaty,"流汗"
,,string,"绳子"
,,ropes,"绳子"
,,screwdriver,"手电筒"
,,common,"公共"
,,interested,"兴趣"
,,interests,"兴趣"
,,bad,"不利"
,,bad,"遗憾"
,,bakers,"面包师"
,,hope,"希望"
,,want,"愿意"
,,want,"希望"
,,want,"意愿"
,,auntie,"阿姨"
,,auntie,"姑姑"
,,auntie,"姨妈"
,,aunty,"阿姨"
,,golden,"黄金"
,,golden,"金色"
,,blond,"金色"
,,flames,"火焰"
,,funerals,"葬礼"
,,burial,"葬礼"
,,you,"驴"
,,you,"女佣人"
,,eiji,"女佣人"
,,wang,"王"
,,combustible,"燃气"
,,cowardy,"胆小"
,,thick,"粗"
,,arrows,"箭头"
,,arrows,"箭"
,,jet,"箭"
,,levers,"杆"
,,lever,"杆"
,,stick,"杆"
,,canoe,"小舟"
,,rowboat,"小舟"
,,windows,"窗户"
,,windows,"窗"
,,door,"窗"
,,someday,"将来"
,,mimura,"村"
,,compassion,"怜悯"
,,torches,"火把"
,,torches,"火炬"
,,flare,"火炬"
,,amazing,"惊奇"
,,threatened,"威胁"
,,floods,"洪水"
,,housemaid,"女佣"
,,soaps,"肥皂"
,,fatso,"肥皂"
,,pieces,"片"
,,pieces,"碎片"
,,slice,"片"
,,santa,"圣"
,,saint,"圣"
,,troops,"部队"
,,troops,"军队"
,,military,"军队"
,,waving,"招手"
,,waved,"招手"
,,items,"物品"
,,belongings,"物品"
,,westworld,"西方"
,,nual,"奴"
,,like,"愿意"
,,willing,"愿意"
,,silks,"丝绸"
,,leaders,"领袖"
,,leaders,"领导人"
,,leaders,"领导者"
,,running,"领导者"
,,bottles,"瓶子"
,,bottles,"瓶"
,,conclusion,"结尾"
,,do,"结尾"
,,musical,"音乐"
,,arguing,"争吵"
,,argument,"争吵"
,,covered,"覆盖"
,,cover,"覆盖"
,,covers,"覆盖"
,,geum,"金子"
,,kaneko,"金子"
,,forms,"形式"
,,forms,"形态"
,,coats,"外套"
,,happy,"高兴"
,,happy,"欢"
,,rave,"欢"
,,flying,"飞翔"
