,Concept_ID,en,ja
,,rules,"ルール"
,,rules,"規則"
,,rules,"決まり"
,,regulations,"規則"
,,chris,"chris"
,,chris,"クリス"
,,controls,"制御"
,,controls,"支配"
,,controls,"コントロール"
,,resume,"再開"
,,hague,"ハーグ"
,,hargrund,"ハーグ"
,,progress,"進展"
,,progress,"進行"
,,progress,"進歩"
,,progress,"発展"
,,advanced,"高度"
,,advanced,"進歩"
,,advanced,"先進"
,,advance,"進歩"
,,frogs,"カエル"
,,toad,"カエル"
,,disciplined,"規律"
,,order,"規律"
,,ways,"方法"
,,ends,"果て"
,,consider,"考慮"
,,consider,"念頭"
,,consider,"検討"
,,considering,"考慮"
,,considered,"考慮"
,,considered,"みなし"
,,considered,"みなさ"
,,false,"誤っ"
,,mistake,"間違い"
,,mistake,"失態"
,,mistake,"誤っ"
,,either,"いずれ"
,,anyway,"いずれ"
,,stuff,"品"
,,stuff,"スタッフ"
,,piece,"品"
,,piece,"部類"
,,question,"唱える"
,,impugning,"唱える"
,,earth,"地球"
,,planet,"地球"
,,global,"地球"
,,global,"世界"
,,expenses,"費用"
,,expenses,"費"
,,expenses,"支出"
,,spending,"出費"
,,spending,"過ごす"
,,spending,"支出"
,,accounting,"支出"
,,peking,"北京"
,,mandarin,"北京"
,,mandarin,"中国"
,,recently,"最近"
,,lately,"最近"
,,recent,"最近"
,,bureaucracy,"官僚"
,,bureaucratic,"官僚"
,,pursue,"追求"
,,pursuit,"追求"
,,pursued,"追求"
,,concentration,"濃厚"
,,concentration,"収容"
,,fantastic,"濃厚"
,,torn,"破れ"
,,unbreakable,"破れ"
,,sector,"部門"
,,sector,"セクター"
,,sectors,"セクター"
,,jack,"セクター"
,,lost,"失い"
,,lost,"失う"
,,lost,"失わ"
,,lose,"失う"
,,lose,"失い"
,,lose,"降板"
,,lose,"失わ"
,,controlled,"制御"
,,controlled,"コントロール"
,,climate,"気候"
,,weather,"気象"
,,weather,"気候"
,,climates,"気候"
,,challenge,"チャレンジ"
,,challenge,"挑戦"
,,challenge,"課題"
,,dare,"挑戦"
,,apply,"付与"
,,apply,"適用"
,,applied,"適用"
,,applies,"適用"
,,ingredients,"材料"
,,ingredients,"食材"
,,produce,"食材"
,,would,"かね"
,,would,"たり"
,,would,"なら"
,,might,"しれ"
,,might,"かね"
,,might,"かも"
,,classes,"クラス"
,,classes,"科目"
,,riddikulus,"クラス"
,,skirts,"スカート"
,,flounce,"スカート"
,,miles,"マイル"
,,mile,"マイル"
,,brookmyre,"マイル"
,,okay,"かならず"
,,okay,"いい"
,,okay,"わかり"
,,okay,"わかっ"
,,fluctuating,"変動"
,,fluctuations,"変動"
,,offer,"提案"
,,offer,"提供"
,,offer,"提示"
,,provide,"養う"
,,provide,"提供"
,,suspicious,"不審"
,,prowler,"不審"
,,sleep,"睡眠"
,,sleep,"寝"
,,sleeping,"睡眠"
,,sleeping,"寝"
,,sleeper,"睡眠"
,,harder,"難しく"
,,experienced,"経験"
,,experienced,"豊富"
,,infrastructure,"インフラ"
,,inflamarae,"インフラ"
,,arrows,"矢印"
,,represented,"矢印"
,,elephants,"象"
,,air,"象"
,,exhausted,"疲れ"
,,exhausted,"枯渇"
,,director,"監督"
,,oversee,"監督"
,,supervising,"監督"
,,suppression,"牽制"
,,pin,"牽制"
,,snatch,"牽制"
,,effect,"作用"
,,effect,"施行"
,,effect,"効果"
,,enforce,"施行"
,,enforcing,"処せ"
,,enforcing,"施行"
,,craftsman,"職人"
,,craftsmanship,"職人"
,,craftsmen,"職人"
,,word,"名称"
,,word,"語"
,,word,"一言"
,,word,"単語"
,,word,"言葉"
,,response,"対応"
,,response,"応え"
,,response,"回答"
,,let,"任せ"
,,let,"させる"
,,let,"出し"
,,let,"せ"
,,let,"応え"
,,let,"探そ"
,,let,"取り入れ"
,,let,"させ"
,,let,"離す"
,,two,"二"
,,second,"二"
,,send,"投入"
,,send,"発し"
,,send,"送る"
,,send,"送っ"
,,sending,"送る"
,,sending,"送っ"
,,wanted,"望ん"
,,wants,"望ん"
,,similar,"近しい"
,,doing,"講じ"
,,doing,"行い"
,,doing,"し"
,,doing,"尽くさ"
,,doing,"行為"
,,doing,"やっ"
,,doing,"行う"
,,heal,"治る"
,,entire,"全体"
,,guide,"誘導"
,,guided,"誘導"
,,radios,"ラジオ"
,,apparatus,"ラジオ"
,,flea,"貧民"
,,gutter,"貧民"
,,survival,"存続"
,,survival,"生存"
,,survive,"存続"
,,survive,"生き"
,,escort,"コンパニオン"
,,companions,"コンパニオン"
,,analysis,"分析"
,,analyze,"分析"
,,analyst,"分析"
,,analyst,"アナリスト"
,,unpredictable,"予測"
,,predict,"予測"
,,predictable,"予測"
,,unfortunately,"ながら"
,,while,"間"
,,while,"しばらく"
,,while,"ながら"
,,faumey,"造語"
,,inspired,"造語"
,,hesitate,"躊躇"
,,hesitation,"躊躇"
,,join,"参入"
,,join,"参加"
,,jockeying,"参入"
,,logs,"参入"
,,results,"結果"
,,result,"結果"
,,consequences,"結果"
,,practice,"実践"
,,practical,"実践"
,,goals,"ゴール"
,,heavy,"表立っ"
,,heavy,"重荷"
,,lifting,"表立っ"
,,inmates,"受刑"
,,prisoners,"受刑"
,,inmate,"収監"
,,inmate,"受刑"
,,identity,"身分"
,,identities,"身分"
,,credentials,"身分"
,,currency,"通貨"
,,currencies,"通貨"
,,form,"形成"
,,form,"型"
,,form,"形"
,,form,"形態"
,,forms,"形態"
,,patterns,"形態"
,,fit,"適合"
,,fits,"適合"
,,straight,"真っ向"
,,council,"会"
,,council,"審議"
,,deliberating,"審議"
,,deliberation,"審議"
,,beat,"打ち"
,,launch,"打ち"
,,risen,"興っ"
,,indulge,"浸る"
,,exist,"存在"
,,exist,"実装"
,,receiving,"実装"
,,maintain,"維持"
,,letting,"喚起"
,,evoking,"喚起"
,,kept,"保管"
,,kept,"保た"
,,code,"含み"
,,code,"ルール"
,,code,"規範"
,,example,"例"
,,example,"規範"
,,demise,"終焉"
,,completely,"全く"
,,modern,"モダン"
,,modern,"現代"
,,modern,"近代"
,,modernized,"近代"
,,modernising,"近代"
,,my,"ム"
,,my,"私"
,,my,"ノ"
,,lass,"ラス"
,,russ,"ラス"
,,las,"ラス"
,,dar,"ダル"
,,barrels,"ダル"
,,uh,"ダル"
,,loathing,"嫌悪"
,,disgust,"嫌悪"
,,hatred,"憎む"
,,hatred,"嫌悪"
,,our,"うち"
,,our,"当"
,,our,"我々"
,,dispute,"紛争"
,,intimate,"親密"
,,intimate,"リーダーシップ"
,,wizard,"使い"
,,classical,"クラシック"
,,music,"クラシック"
,,amount,"金額"
,,amount,"度合い"
,,amount,"量"
,,amount,"額"
,,dose,"投薬"
,,dose,"量"
,,dose,"服用"
,,volume,"量"
,,helpful,"役立ち"
,,chained,"つない"
,,slouches,"利子"
,,buttons,"ボタン"
,,switch,"ボタン"
,,retreat,"撤退"
,,retreat,"退け"
,,chinese,"中国"
,,impact,"衝撃"
,,relative,"相対"
,,relativity,"相対"
,,leg,"足"
,,feet,"足"
,,non,"非"
,,unarmed,"非"
,,means,"すなわち"
,,means,"意味"
,,means,"手段"
,,means,"つまり"
,,imminent,"迫っ"
,,closing,"迫っ"
,,catch,"捕れる"
,,felon,"重犯"
,,major,"主要"
,,major,"大手"
,,major,"重犯"
,,fence,"重犯"
,,hangar,"ハンガー"
,,hunger,"ハンガー"
,,intention,"念頭"
,,intention,"意図"
,,impression,"印象"
,,impressions,"印象"
,,impressive,"印象"
,,vision,"構想"
,,concept,"構想"
,,plot,"構想"
,,reserves,"蓄え"
,,savings,"蓄え"
,,savings,"貯蓄"
,,saving,"蓄え"
,,saving,"貯め"
,,anymore,"まかなう"
,,pack,"まとめ"
,,pack,"まとめる"
,,woman,"女性"
,,woman,"老女"
,,woman,"婦人"
,,lady,"女性"
,,lady,"老女"
,,lady,"婦人"
,,lifetime,"一生"
,,lifetime,"生涯"
,,lives,"生活"
,,lives,"命"
,,lives,"生涯"
,,contribution,"貢献"
,,contribute,"貢献"
,,taste,"センス"
,,humor,"センス"
,,machine,"システム"
,,machine,"機関"
,,ageing,"老い"
,,purpose,"目的"
,,since,"以来"
,,since,"以後"
,,since,"わたり"
,,heaviest,"わたり"
,,name,"名称"
,,name,"名づけ"
,,name,"名"
,,name,"名前"
,,name,"命名"
,,name,"名付け"
,,mountain,"山"
,,mountains,"山"
,,mount,"山"
,,lawyer,"士"
,,lawyers,"士"
,,attorney,"士"
,,bunderslaw,"スロー"
,,winslow,"スロー"
,,hang,"処せ"
,,hang,"アップ"
,,hang,"処さ"
,,searching,"処せ"
,,upset,"動揺"
,,upsetting,"動揺"
,,agitated,"動揺"
,,crisis,"危機"
,,danger,"危険"
,,danger,"危機"
,,critical,"危機"
,,critical,"批判"
,,jew,"熊"
,,me,"ム"
,,me,"私"
,,me,"み"
,,chance,"見込み"
,,chance,"機会"
,,chance,"隙"
,,chance,"チャンス"
,,opportunity,"機会"
,,opportunity,"チャンス"
,,pride,"誇っ"
,,pride,"メンツ"
,,honor,"メンツ"
,,honor,"栄光"
,,intentions,"意図"
,,intended,"意図"
,,ladies,"みな"
,,ladies,"婦人"
,,combination,"組み合わせ"
,,combinations,"組み合わせ"
,,asked,"求め"
,,asked,"依頼"
,,clients,"依頼"
,,clients,"顧客"
,,client,"依頼"
,,client,"顧客"
,,client,"レート"
,,drop,"降下"
,,drop,"下げる"
,,collapse,"崩れる"
,,collapse,"崩壊"
,,collapse,"破綻"
,,collapse,"崩れ"
,,crumbled,"崩れ"
,,cores,"コア"
,,spire,"コア"
,,dosed,"投薬"
,,medication,"投薬"
,,boarded,"囲わ"
,,bounded,"囲わ"
,,smolensk,"ン"
,,smolensk,"ス"
,,alvin,"ン"
,,zone,"ン"
,,enormous,"膨大"
,,enormous,"莫大"
,,huge,"膨大"
,,huge,"莫大"
,,huge,"巨額"
,,vast,"莫大"
,,details,"詳細"
,,detail,"詳細"
,,detailed,"詳細"
,,deep,"深く"
,,deeply,"深く"
,,deeper,"深く"
,,ailing,"患う"
,,subconscious,"潜在"
,,potentially,"潜在"
,,received,"促す"
,,received,"伝わっ"
,,received,"着任"
,,reason,"理由"
,,reason,"動機"
,,reason,"きっかけ"
,,reason,"訳"
,,reasons,"理由"
,,constant,"恒常"
,,constant,"一定"
,,fellow,"同国"
,,countrymen,"同国"
,,think,"考える"
,,think,"考え"
,,think,"いえる"
,,think,"意見"
,,think,"検討"
,,words,"すなわち"
,,words,"単語"
,,words,"用語"
,,words,"言葉"
,,stress,"強調"
,,stress,"ストレス"
,,stressed,"ストレス"
,,stressful,"ストレス"
,,vigilance,"警戒"
,,alert,"警戒"
,,vigilant,"警戒"
,,propulsion,"推進"
,,thrusters,"推進"
,,thrust,"推進"
,,shake,"揺さぶり"
,,jolt,"揺さぶり"
,,creep,"揺さぶり"
,,service,"奉仕"
,,services,"福祉"
,,services,"奉仕"
,,someone,"相手"
,,someone,"人"
,,someone,"誰"
,,anyone,"誰"
,,tents,"テント"
,,hoochie,"テント"
,,across,"向かい"
,,street,"路地"
,,street,"向かい"
,,cole,"コール"
,,cohle,"コール"
,,gently,"優しく"
,,layers,"層"
,,layers,"階層"
,,layer,"層"
,,aquifer,"層"
,,product,"商品"
,,merchandise,"商品"
,,twice,"二"
,,twice,"倍"
,,drugs,"薬"
,,medicine,"医療"
,,medicine,"薬"
,,pills,"薬"
,,kill,"殺さ"
,,kill,"つぶす"
,,kill,"殺し"
,,murdered,"殺さ"
,,murdered,"殺害"
,,supermarket,"スーパーマーケット"
,,city,"スーパーマーケット"
,,still,"まだ"
,,still,"なお"
,,still,"まだまだ"
,,still,"続い"
,,now,"すでに"
,,now,"今"
,,now,"やっと"
,,now,"早く"
,,now,"今後"
,,now,"すぐ"
,,now,"現状"
,,now,"以後"
,,now,"新緑"
,,now,"なお"
,,now,"現在"
,,now,"現存"
,,sorry,"残念"
,,sorry,"ませ"
,,sorry,"悪い"
,,sorry,"しまい"
,,vests,"ベスト"
,,settled,"定住"
,,settlement,"定住"
,,belongs,"属する"
,,belong,"属する"
,,belong,"所属"
,,period,"期間"
,,period,"様式"
,,tomatoes,"トマト"
,,places,"ヶ所"
,,places,"箇所"
,,points,"点"
,,points,"ヶ所"
,,generation,"世"
,,kissed,"キス"
,,kissing,"キス"
,,expected,"予想"
,,expect,"期待"
,,expect,"予想"
,,unexpected,"予想"
,,august,"オーガスト"
,,happening,"行なわ"
,,happening,"起こっ"
,,happening,"起こる"
,,dared,"敢行"
,,busy,"暇"
,,busy,"めぐり"
,,big,"大型"
,,big,"大きく"
,,big,"大きかっ"
,,big,"大きな"
,,big,"大きい"
,,big,"大手"
,,big,"大"
,,big,"多額"
,,bigger,"大型"
,,bigger,"大きく"
,,bigger,"大きかっ"
,,bigger,"大きな"
,,bigger,"大きい"
,,great,"多大"
,,great,"大きかっ"
,,great,"最高"
,,great,"膨大"
,,great,"大きな"
,,great,"大"
,,minutes,"分"
,,minute,"分"
,,hour,"分"
,,definition,"定義"
,,define,"定義"
,,define,"際立た"
,,defined,"定義"
,,pointed,"指摘"
,,pointed,"向け"
,,pointed,"指し"
,,turned,"変え"
,,turned,"判明"
,,turned,"向け"
,,personal,"的"
,,basically,"基本"
,,basically,"的"
,,temporary,"的"
,,else,"ほか"
,,else,"他"
,,others,"ほか"
,,watch,"鼓舞"
,,watch,"腕"
,,watch,"注意"
,,watch,"観"
,,watch,"見る"
,,farmland,"農地"
,,losing,"失い"
,,losing,"失う"
,,court,"法廷"
,,court,"裁判"
,,courtroom,"法廷"
,,law,"法廷"
,,law,"法"
,,tv,"テレビ"
,,telly,"テレビ"
,,resources,"人員"
,,resources,"資源"
,,resources,"リソース"
,,resources,"源"
,,resource,"資源"
,,resource,"リソース"
,,helicopters,"ヘリコプター"
,,chopper,"ヘリコプター"
,,minority,"少数"
,,small,"少なから"
,,small,"小さな"
,,small,"少数"
,,seen,"観"
,,hierarchy,"階層"
,,weapons,"スキル"
,,tissue,"組織"
,,organized,"組織"
,,fire,"矢面"
,,fire,"火"
,,brunt,"矢面"
,,bones,"骨"
,,skull,"骨"
,,tenants,"世帯"
,,households,"世帯"
,,homeowners,"世帯"
,,threats,"脅威"
,,terror,"脅威"
,,industry,"産業"
,,industry,"業界"
,,industries,"産業"
,,industries,"工業"
,,industrial,"産業"
,,industrial,"工業"
,,army,"軍団"
,,legion,"軍団"
,,corps,"軍団"
,,asleep,"寝"
,,named,"名づけ"
,,named,"名"
,,named,"名前"
,,named,"命名"
,,named,"名付け"
,,eyes,"目"
,,eye,"目"
,,worked,"勤め"
,,worked,"働き"
,,worked,"専業"
,,handle,"対処"
,,handle,"対応"
,,part,"関わり"
,,part,"一環"
,,part,"参加"
,,part,"所属"
,,part,"部分"
,,part,"一部"
,,alleviate,"軽減"
,,alleviate,"緩和"
,,relaxation,"緩和"
,,ease,"緩和"
,,uncomfortable,"不快"
,,discomfort,"不快"
,,unpleasant,"不快"
,,lawsuit,"訴訟"
,,lawsuits,"訴訟"
,,faced,"直面"
,,faced,"迫ら"
,,thanks,"おかげ"
,,shape,"スタイル"
,,shape,"形"
,,shape,"形作る"
,,shapes,"形作る"
,,tinker,"形作る"
,,caused,"起こし"
,,caused,"起因"
,,caused,"原因"
,,attributed,"起因"
,,attribute,"起因"
,,professional,"プロ"
,,pro,"プロ"
,,negativity,"消極"
,,riot,"暴動"
,,riots,"暴動"
,,rioting,"暴動"
,,bare,"裸"
,,ability,"能力"
,,abilities,"能力"
,,powers,"能力"
,,powers,"力"
,,strike,"討ち"
,,strike,"打つ"
,,related,"関連"
,,devaluation,"引き下げ"
,,rang,"鳴らし"
,,gregory,"グレゴリー"
,,gregory,"グレッグ"
,,gregorys,"グレゴリー"
,,jesus,"グレゴリー"
,,rapid,"急速"
,,rapid,"急激"
,,underestimate,"評価"
,,assessment,"評価"
,,appreciate,"評価"
,,hanging,"うろつい"
,,ideals,"理想"
,,perfect,"理想"
,,rabbits,"ウサギ"
,,bunny,"ウサギ"
,,rapidly,"急速"
,,increasingly,"ますます"
,,victim,"被害"
,,victim,"者"
,,victim,"犠牲"
,,damage,"障害"
,,damage,"被害"
,,master,"習得"
,,mastered,"習得"
,,demands,"要求"
,,crayfish,"ザリガニ"
,,mamaw,"ザリガニ"
,,keachi,"ザリガニ"
,,generates,"生む"
,,posture,"姿勢"
,,attitude,"姿勢"
,,stance,"姿勢"
,,rekindle,"再燃"
,,inflame,"再燃"
,,rekindled,"再燃"
,,super,"スーパー"
,,super,"超"
,,supernatural,"超"
,,development,"進展"
,,development,"発達"
,,development,"開発"
,,development,"発展"
,,developments,"進展"
,,captured,"捕獲"
,,captured,"捉え"
,,awkward,"厄介"
,,nasty,"厄介"
,,shared,"共有"
,,shared,"シェア"
,,sharing,"共有"
,,hunter,"ハンター"
,,hunters,"ハンター"
,,todhunter,"ハンター"
,,sole,"唯一"
,,okeechobee,"ペリカン"
,,pelicans,"ペリカン"
,,maneuver,"機動"
,,testify,"証言"
,,testimony,"証言"
,,witness,"目撃"
,,witness,"証言"
,,nations,"国々"
,,country,"国"
,,country,"出国"
,,country,"国々"
,,defect,"人嫌い"
,,ha,"ハ"
,,nomads,"遊牧"
,,bedouin,"遊牧"
,,press,"言論"
,,press,"プレス"
,,everything,"物事"
,,everything,"全部"
,,everything,"全て"
,,everything,"すべて"
,,every,"ずつ"
,,every,"毎"
,,every,"すべて"
,,every,"各"
,,every,"ごと"
,,every,"全て"
,,green,"緑"
,,green,"緑地"
,,green,"グリーン"
,,greene,"グリーン"
,,greenway,"グリーン"
,,illness,"疾患"
,,diseases,"疾患"
,,type,"系"
,,type,"タイプ"
,,type,"型"
,,model,"型"
,,bingo,"当たり"
,,yes,"ノー"
,,yes,"当たり"
,,according,"よれ"
,,according,"よる"
,,says,"よれ"
,,says,"述べ"
,,authorities,"当局"
,,officials,"当局"
,,officials,"役人"
,,needs,"必要"
,,making,"作っ"
,,making,"発し"
,,making,"作る"
,,auguste,"オーギュスト"
,,asking,"求め"
,,shh,"クリアー"
,,blame,"せい"
,,blame,"非難"
,,storing,"貯蓄"
,,benches,"ベンチ"
,,benched,"ベンチ"
,,mess,"混乱"
,,mess,"失態"
,,fuck,"一体"
,,fuck,"失態"
,,between,"間"
,,between,"同士"
,,source,"資源"
,,source,"根源"
,,source,"源"
,,came,"来"
,,came,"現れ"
,,came,"由来"
,,came,"き"
,,utilities,"光熱"
,,grand,"大"
,,grand,"光熱"
,,utility,"公共"
,,utility,"光熱"
,,elderly,"高齢"
,,elderly,"老"
,,elderly,"年配"
,,aim,"構え"
,,aim,"狙い"
,,target,"狙い"
,,custody,"拘束"
,,custody,"収監"
,,custody,"拘留"
,,corrected,"改訂"
,,fixed,"固定"
,,fixed,"改訂"
,,renovations,"改訂"
,,excited,"乗り気"
,,expense,"出費"
,,inconvenience,"出費"
,,exposing,"露出"
,,ask,"問わ"
,,ask,"求める"
,,justify,"正当"
,,justify,"化"
,,cases,"事件"
,,cases,"ケース"
,,briefcase,"ケース"
,,scream,"悲鳴"
,,screaming,"悲鳴"
,,screams,"悲鳴"
,,distinctive,"特徴"
,,description,"特徴"
,,traits,"特徴"
,,rent,"レンタル"
,,rented,"レンタル"
,,pay,"代"
,,pay,"給与"
,,pay,"賃金"
,,pay,"支払い"
,,pay,"給料"
,,pay,"払う"
,,pay,"支払う"
,,pay,"支払わ"
,,pay,"支払っ"
,,pay,"払わ"
,,pay,"賃上げ"
,,payment,"支払い"
,,knew,"知ら"
,,knew,"知っ"
,,knows,"知ら"
,,knows,"知っ"
,,waking,"覚める"
,,erratic,"常軌"
,,outburst,"常軌"
,,noticed,"気づい"
,,noticed,"気づき"
,,noticed,"気付い"
,,noticed,"気づか"
,,realized,"気づい"
,,realized,"気づき"
,,realized,"気付い"
,,terms,"用語"
,,function,"機能"
,,society,"社会"
,,sociopath,"社会"
,,chestnut,"クリ"
,,cribbage,"クリ"
,,principles,"ポリシー"
,,digitised,"ポリシー"
,,antibiotics,"物質"
,,substance,"物質"
,,cruelty,"残虐"
,,atrocity,"残虐"
,,family,"家計"
,,family,"家庭"
,,family,"家族"
,,family,"ファミリー"
,,family,"所帯"
,,lemons,"レモン"
,,lemmons,"レモン"
,,deemed,"みなさ"
,,pretty,"ごく"
,,pretty,"かなり"
,,quite,"極めて"
,,quite,"かなり"
,,planter,"耕作"
,,cultivated,"耕作"
,,cultivating,"耕作"
,,co,"co"
,,co,"共同"
,,j,"ジ"
,,burdino,"ジ"
,,day,"本日"
,,day,"日常"
,,day,"現代"
,,day,"先日"
,,day,"今日"
,,everyday,"日常"
,,daily,"日常"
,,another,"新しい"
,,another,"新た"
,,another,"更に"
,,another,"他"
,,another,"異"
,,customers,"顧客"
,,balhoon,"ファミリー"
,,cutbacks,"削減"
,,cuts,"カット"
,,cuts,"削減"
,,detailing,"および"
,,probably,"おそらく"
,,maybe,"もしくは"
,,maybe,"か"
,,maybe,"おそらく"
,,perhaps,"あるいは"
,,perhaps,"おそらく"
,,body,"体"
,,body,"身体"
,,physical,"身体"
,,bodies,"体"
,,bodies,"身体"
,,subject,"科目"
,,teenager,"代"
,,teenage,"代"
,,sherbourne,"シェア"
,,sales,"販売"
,,sell,"売ら"
,,sell,"販売"
,,selling,"売ら"
,,selling,"販売"
,,outstrips,"上回っ"
,,overturn,"覆す"
,,learned,"学び"
,,learned,"学ぶ"
,,learned,"学習"
,,learning,"学び"
,,learning,"学ぶ"
,,learning,"学習"
,,délices,"前年"
,,about,"ほど"
,,about,"約"
,,approximately,"約"
,,almost,"危うく"
,,almost,"ほとんど"
,,almost,"約"
,,locket,"ロケット"
,,rockets,"ロケット"
,,contemporary,"現代"
,,likes,"好か"
,,liked,"好か"
,,shit,"しまっ"
,,shit,"ほうき"
,,trade,"取引"
,,trade,"両立"
,,careful,"注意"
,,careful,"気"
,,enforcement,"執行"
,,execution,"執行"
,,probation,"猶予"
,,probation,"執行"
,,board,"会"
,,board,"委員"
,,board,"食費"
,,party,"会"
,,corporations,"企業"
,,corporate,"企業"
,,ironing,"アイロン"
,,tux,"アイロン"
,,alive,"生き"
,,alive,"生存"
,,alive,"命"
,,effective,"有効"
,,effective,"効果"
,,nearly,"危うく"
,,compromised,"危うく"
,,compromised,"妥協"
,,compromised,"阻害"
,,science,"科学"
,,scientist,"科学"
,,scientists,"科学"
,,never,"未知"
,,never,"絶対"
,,never,"なかっ"
,,never,"ない"
,,never,"初めて"
,,throughout,"院内"
,,without,"ず"
,,without,"なく"
,,without,"なし"
,,wife,"所帯"
,,steirereck,"スティ"
,,academically,"学問"
,,experience,"経験"
,,hired,"採用"
,,recruited,"採用"
,,adopted,"採用"
,,secretly,"裏"
,,track,"コース"
,,track,"トラック"
,,courses,"コース"
,,proceed,"続行"
,,proceed,"進める"
,,beyond,"超える"
,,beyond,"超え"
,,costs,"費用"
,,normandy,"ノルマンディー"
,,norman,"ノルマンディー"
,,mate,"相棒"
,,mate,"ノルマンディー"
,,mate,"伴侶"
,,precautions,"措置"
,,precaution,"措置"
,,mostly,"たいてい"
,,mostly,"ほとんど"
,,mostly,"大抵"
,,behavior,"振る舞い"
,,behavior,"挙動"
,,acting,"振る舞い"
,,acting,"挙動"
,,grown,"成長"
,,releases,"リリース"
,,releasing,"放出"
,,releasing,"リリース"
,,act,"凶行"
,,act,"行為"
,,act,"振る舞い"
,,act,"行動"
,,act,"法"
,,martial,"格闘"
,,metamorphosis,"変容"
,,morph,"変容"
,,cycles,"サイクル"
,,perimeter,"周辺"
,,perimeter,"周り"
,,attempt,"試みる"
,,differently,"異なっ"
,,differently,"異なる"
,,differences,"異なる"
,,legend,"風習"
,,sources,"源"
,,sentenced,"宣告"
,,sentenced,"課せ"
,,perform,"課せ"
,,existence,"存在"
,,existence,"現存"
,,currently,"現存"
,,french,"フランス"
,,france,"フランス"
,,frenchman,"フランス"
,,bike,"自転車"
,,bikes,"自転車"
,,common,"常識"
,,common,"がち"
,,common,"共通"
,,common,"談話"
,,mutual,"共通"
,,encountered,"遭遇"
,,encounter,"遭遇"
,,encounters,"遭遇"
,,stags,"シカ"
,,flies,"シカ"
,,both,"両立"
,,both,"とも"
,,recess,"はさみ"
,,bankrupt,"破綻"
,,blown,"破綻"
,,glory,"栄光"
,,glorious,"栄光"
,,century,"世紀"
,,conviction,"有罪"
,,keeps,"保ち"
,,keeps,"保っ"
,,judge,"裁か"
,,judge,"裁判"
,,judge,"批判"
,,criticism,"批判"
,,primitive,"未開"
,,primitive,"原始"
,,primal,"原始"
,,primordial,"原始"
,,multiple,"複数"
,,interrogation,"取り調べ"
,,interview,"取り調べ"
,,investigation,"調査"
,,investigation,"捜査"
,,investigation,"取り調べ"
,,reluctantly,"しぶしぶ"
,,opinions,"意見"
,,suspect,"容疑"
,,suspects,"容疑"
,,umbrellas,"傘"
,,paratrooper,"傘"
,,fee,"料"
,,fee,"料金"
,,fees,"料"
,,population,"人口"
,,demographics,"人口"
,,helmets,"ヘルメット"
,,hat,"ヘルメット"
,,massive,"多量"
,,massive,"大幅"
,,massive,"規模"
,,invoice,"請求"
,,flutes,"フルート"
,,interpret,"フルート"
,,implying,"含み"
,,backwards,"後ろ向き"
,,galaxy,"系"
,,begin,"先立ち"
,,built,"構築"
,,built,"作ら"
,,built,"つくら"
,,built,"築い"
,,build,"構築"
,,build,"築い"
,,density,"密度"
,,denser,"密度"
,,dense,"密度"
,,enduring,"度重なる"
,,repeatedly,"度重なる"
,,supporting,"サポート"
,,supporting,"支え"
,,everyone,"全員"
,,everyone,"皆"
,,everybody,"全員"
,,everybody,"皆"
,,advertised,"一概"
,,depends,"よる"
,,depends,"一概"
,,answers,"答え"
,,answers,"回答"
,,answered,"答え"
,,touch,"接触"
,,touch,"触れる"
,,contacted,"接触"
,,east,"ユース"
,,west,"ユース"
,,held,"開催"
,,opening,"開く"
,,opening,"開催"
,,struck,"打た"
,,uploaded,"アップ"
,,folk,"フォーク"
,,folk,"民"
,,faulk,"フォーク"
,,bunch,"集団"
,,collective,"集団"
,,financial,"家計"
,,household,"家計"
,,neighborhood,"界隈"
,,town,"界隈"
,,streets,"界隈"
,,policies,"施策"
,,policies,"政策"
,,large,"大型"
,,large,"大きい"
,,large,"大量"
,,large,"巨額"
,,large,"多額"
,,thinks,"意向"
,,request,"意向"
,,kogyo,"工業"
,,groceries,"食料"
,,grocery,"食料"
,,jurors,"陪審"
,,foreman,"陪審"
,,violent,"暴力"
,,violent,"激しく"
,,violent,"きれる"
,,decided,"決め"
,,decided,"決定"
,,decided,"決まり"
,,feeds,"供給"
,,sets,"セット"
,,paying,"払わ"
,,paying,"払う"
,,paying,"支払う"
,,paying,"支払っ"
,,average,"平均"
,,balance,"平均"
,,heat,"激化"
,,rage,"激化"
,,rage,"怒り"
,,rages,"激化"
,,surprised,"驚く"
,,surprise,"驚く"
,,arms,"腕"
,,repello,"避けよ"
,,inimicum,"避けよ"
,,methods,"方途"
,,unknown,"未知"
,,uncharted,"未知"
,,along,"賛同"
,,along,"一緒"
,,direct,"直撃"
,,hits,"直撃"
,,singlestick,"シングル"
,,shingle,"シングル"
,,telling,"語っ"
,,anti,"反"
,,counter,"対抗"
,,counter,"反"
,,standing,"立っ"
,,nudge,"後押し"
,,pushing,"後押し"
,,girlfriend,"後押し"
,,sentences,"刑"
,,yet,"まだ"
,,yet,"まだまだ"
,,percentile,"スコア"
,,scorecards,"スコア"
,,philosophy,"哲学"
,,philosopher,"哲学"
,,philosophical,"哲学"
,,variety,"部類"
,,attention,"注意"
,,attention,"注目"
,,attention,"配慮"
,,expression,"表現"
,,express,"表現"
,,describe,"表現"
,,hey,"っす"
,,hey,"や"
,,free,"暇"
,,free,"自由"
,,predicament,"苦境"
,,trample,"つぶす"
,,destroy,"壊滅"
